track_id,track_name,artist_name,artist_genres,album_name,track_popularity,explicit,track_duration_min,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
03UrZgTINDqvnUMbbIMhql,Gangnam Style (강남스타일),PSY,k-pop,Gangnam Style (강남스타일),75,False,3.65,0.727,0.937,-2.871,0.286,0.00417,0.0,0.091,0.749,132.067
0U10zFw4GlBacOy9VDGfGL,We Found Love,Rihanna,"pop, r&b",Talk That Talk,79,False,3.58,0.735,0.766,-4.485,0.0383,0.025,0.00141,0.108,0.6,127.975
0U10zFw4GlBacOy9VDGfGL,We Found Love,Rihanna,"pop, r&b",Talk That Talk,79,False,3.58,0.735,0.766,-4.485,0.0383,0.025,0.00141,0.108,0.6,127.975
5UqCQaDshqbIk3pkhy4Pjg,Levels - Radio Edit,Avicii,edm,Levels,74,False,3.33,0.584,0.889,-5.941,0.0343,0.0462,0.828,0.309,0.464,126.04
0HZhYMZOcUzZKSFwPOti6m,jar of hearts,Christina Perri,soft pop,lovestrong.,74,False,4.1,0.349,0.348,-6.142,0.0316,0.726,0.0,0.12,0.0886,74.541
0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,r&b,All I Want Is You,84,False,3.25,0.684,0.607,-8.127,0.1,0.0267,0.000307,0.191,0.498,81.001
0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,r&b,All I Want Is You,84,False,3.25,0.684,0.607,-8.127,0.1,0.0267,0.000307,0.191,0.498,81.001
1UGD3lW3tDmgZfAVDh6w7r,Devil In A New Dress,Kanye West,rap,My Beautiful Dark Twisted Fantasy,78,True,5.86,0.435,0.76,-4.935,0.0721,0.0175,0.0,0.158,0.206,80.082
6ZFbXIJkuI1dVNWvzJzown,Time,Hans Zimmer,soundtrack,Inception (Music from the Motion Picture),73,False,4.59,0.286,0.0968,-16.806,0.0323,0.178,0.696,0.0861,0.0395,62.881
0U0ldCRmgCqhVvD6ksG63j,Nightcall,Kavinsky,"synthwave, french house",Nightcall,74,False,4.3,0.532,0.874,-5.183,0.0482,0.00842,0.012,0.452,0.361,91.038
7bHT9osSq1rwT2yaImzqCi,No Love,Eminem,"rap, hip hop",Recovery,69,True,4.99,0.522,0.932,-2.87,0.255,0.119,0.0,0.177,0.33,129.473
030OCtLMrljNhp8OWHBWW3,Hey Daddy (Daddy's Home),USHER,r&b,Raymond v Raymond (Expanded Edition),80,False,3.73,0.59,0.698,-4.262,0.0286,0.000176,0.0,0.107,0.352,95.975
4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),USHER,r&b,Raymond v Raymond (Expanded Edition),83,False,3.68,0.663,0.861,-3.398,0.109,0.0338,0.0,0.082,0.654,119.963
2GYHyAoLWpkxLVa4oYTVko,Alors on danse - Radio Edit,Stromae,french pop,Cheese,78,False,3.43,0.79,0.593,-9.204,0.0776,0.0983,0.00202,0.065,0.72,119.958
2GYHyAoLWpkxLVa4oYTVko,Alors on danse - Radio Edit,Stromae,french pop,Cheese,78,False,3.43,0.79,0.593,-9.204,0.0776,0.0983,0.00202,0.065,0.72,119.958
2GYHyAoLWpkxLVa4oYTVko,Alors on danse - Radio Edit,Stromae,french pop,Cheese,78,False,3.43,0.79,0.593,-9.204,0.0776,0.0983,0.00202,0.065,0.72,119.958
6epn3r7S14KUqlReYr77hA,Baby,Justin Bieber,"pop, contemporary r&b",My World 2.0,83,False,3.57,0.728,0.859,-5.237,0.137,0.0401,0.0,0.111,0.535,65.043
5jzKL4BDMClWqRguW5qZvh,Teenage Dream,Katy Perry,pop,Teenage Dream,74,False,3.79,0.719,0.798,-4.582,0.0361,0.0162,2.34e-06,0.134,0.591,120.012
7JIuqL4ZqkpfGKQhYlrirs,The Only Exception,Paramore,"pop punk, emo",Brand New Eyes,81,False,4.46,0.452,0.563,-6.607,0.0272,0.144,0.0,0.143,0.209,137.715
6Wx88Mv6b9ofjKMKkdwOJd,New Divide,Linkin Park,"nu metal, rap metal, rock, alternative metal",Transformers: Revenge Of The Fallen The Album,71,False,4.47,0.493,0.808,-3.365,0.0362,0.000235,0.0,0.0983,0.38,117.971
64yrDBpcdwEdNY9loyEGbX,21 Guns,Green Day,"punk, pop punk",21st Century Breakdown,76,False,5.35,0.268,0.742,-4.939,0.0355,0.0518,0.0,0.626,0.416,159.779
1ZLtE9tSJdaUiIJ9YoKHQe,Decode,Paramore,"pop punk, emo",Decode,77,False,4.36,0.28,0.87,-4.219,0.0592,0.000686,0.00608,0.101,0.284,164.057
1ZLtE9tSJdaUiIJ9YoKHQe,Decode,Paramore,"pop punk, emo",Decode,77,False,4.36,0.28,0.87,-4.219,0.0592,0.000686,0.00608,0.101,0.284,164.057
0iGckQFyv6svOfAbAY9aWJ,Hot N Cold,Katy Perry,pop,One Of The Boys,77,False,3.67,0.706,0.842,-3.956,0.0417,7.73e-05,0.0,0.0688,0.861,132.032
2VOomzT6VavJOGBeySqaMc,Disturbia,Rihanna,"pop, r&b",Good Girl Gone Bad: Reloaded,81,False,3.97,0.707,0.814,-4.509,0.0577,0.0861,0.0,0.168,0.717,124.921
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,Jason Mraz,"soft pop, acoustic pop",We Sing. We Dance. We Steal Things.,77,False,4.04,0.703,0.444,-9.331,0.0417,0.559,0.0,0.0973,0.712,150.96
4iG2gAwKXsOcijVaVXzRPW,Time to Pretend,MGMT,indie,Oracular Spectacular,76,True,4.35,0.438,0.94,-3.249,0.0452,8.74e-05,0.0777,0.3,0.421,100.99
4iG2gAwKXsOcijVaVXzRPW,Time to Pretend,MGMT,indie,Oracular Spectacular,76,True,4.35,0.438,0.94,-3.249,0.0452,8.74e-05,0.0777,0.3,0.421,100.99
6IwKcFdiRQZOWeYNhUiWIv,No One,Alicia Keys,"r&b, neo soul",As I Am (Expanded Edition),71,False,4.23,0.644,0.549,-5.415,0.0285,0.0209,8.85e-06,0.134,0.167,90.04
6IwKcFdiRQZOWeYNhUiWIv,No One,Alicia Keys,"r&b, neo soul",As I Am (Expanded Edition),71,False,4.23,0.644,0.549,-5.415,0.0285,0.0209,8.85e-06,0.134,0.167,90.04
6ic8OlLUNEATToEFU3xmaH,Gimme More,Britney Spears,pop,Blackout,84,True,4.18,0.788,0.844,-3.131,0.0334,0.25,0.000678,0.0723,0.382,113.324
5TRPicyLGbAF2LGBFbHGvO,Flashing Lights,Kanye West,rap,Graduation,85,True,3.95,0.639,0.628,-7.578,0.0398,0.0381,0.0,0.386,0.43,90.482
3DNRdudZ2SstnDCVKFdXxG,"Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 - Moonlight Sonata"": I. Adagio sostenuto""",Ludwig van Beethoven,"classical, classical piano, chamber music","Beethoven: Piano Sonatas, Vol. 3",8,False,5.25,0.184,0.00527,-37.264,0.0432,0.995,0.887,0.173,0.151,170.612
18lR4BzEs7e3qzc0KVkTpU,What I've Done,Linkin Park,"nu metal, rap metal, rock, alternative metal",Minutes to Midnight,84,False,3.42,0.627,0.935,-4.882,0.0324,0.0092,0.0,0.147,0.287,120.092
2x8evxqUlF0eRabbW2JBJd,Fluorescent Adolescent,Arctic Monkeys,"indie, garage rock",Favourite Worst Nightmare,77,False,3.06,0.654,0.828,-5.377,0.0281,0.00146,0.000144,0.122,0.79,112.056
0BxE4FqsDD1Ot4YuBXwAPp,505,Arctic Monkeys,"indie, garage rock",Favourite Worst Nightmare,86,False,4.22,0.526,0.866,-5.822,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266
3Zwu2K0Qa5sT6teCCHPShP,Thnks fr th Mmrs,Fall Out Boy,"emo, pop punk",Infinity On High,78,False,3.39,0.46,0.892,-5.046,0.0619,0.0051,0.0,0.106,0.59,154.844
3lPr8ghNDBLc2uZovNyLs9,Supermassive Black Hole,Muse,"alternative rock, rock",Black Holes and Revelations,81,False,3.54,0.668,0.921,-3.727,0.0439,0.0492,0.00517,0.0877,0.782,120.0
2aibwv5hGXSgw7Yru8IYTO,Snow (Hey Oh),Red Hot Chili Peppers,"funk rock, alternative rock, rock",Stadium Arcadium,81,False,5.57,0.427,0.9,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655
10Nmj3JCNoMeBQ87uw5j8k,Dani California,Red Hot Chili Peppers,"funk rock, alternative rock, rock",Stadium Arcadium,79,False,4.7,0.556,0.913,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184
4wzjNqjKAKDU82e8uMhzmr,Face Down,The Red Jumpsuit Apparatus,"pop punk, emo",Don't You Fake It,76,False,3.2,0.545,0.932,-2.189,0.0399,0.000665,0.0,0.127,0.464,92.956
663Karu2rvKLdnY0eo1n3M,Call Me When You're Sober,Evanescence,alternative metal,The Open Door,72,False,3.57,0.45,0.883,-4.094,0.0524,0.00193,0.0,0.293,0.328,93.41
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),Shakira,latin pop,"Oral Fixation, Vol. 2 (Expanded Edition)",39,False,3.63,0.778,0.824,-5.892,0.0707,0.284,0.0,0.405,0.758,100.024
0k2GOhqsrxDTAbFFSdNJjT,Temperature,Sean Paul,dancehall,The Trinity,82,False,3.6,0.951,0.6,-4.675,0.0685,0.106,0.0,0.0712,0.822,125.04
4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,Rihanna,"pop, r&b",Music Of The Sun,79,False,4.11,0.779,0.64,-8.415,0.159,0.000155,0.000766,0.101,0.499,99.017
0MsrWnxQZxPAcov7c74sSo,Holiday / Boulevard of Broken Dreams,Green Day,"punk, pop punk",American Idiot,71,True,8.22,0.29,0.827,-3.451,0.0362,0.000659,2.55e-06,0.301,0.45,167.086
3ZffCQKLFLUvYM59XKLbVm,Wake Me up When September Ends,Green Day,"punk, pop punk",American Idiot,81,False,4.76,0.546,0.814,-5.146,0.0314,0.023,0.0,0.0972,0.146,104.98
61mWefnWQOLf90gepjOCb3,Duality,Slipknot,"nu metal, metal, alternative metal, rap metal, heavy metal",Vol. 3: The Subliminal Verses (Special Edition),82,False,4.21,0.354,0.982,-3.026,0.168,0.000237,0.000294,0.204,0.194,143.772
61mWefnWQOLf90gepjOCb3,Duality,Slipknot,"nu metal, metal, alternative metal, rap metal, heavy metal",Vol. 3: The Subliminal Verses (Special Edition),82,False,4.21,0.354,0.982,-3.026,0.168,0.000237,0.000294,0.204,0.194,143.772
5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),USHER,r&b,Confessions (Expanded Edition),85,False,4.17,0.894,0.791,-4.699,0.112,0.0183,0.0,0.0388,0.583,105.018
7GaFYUqP2WdR4KTPk7cXoP,Let Me Love You,Mario,r&b,Turning Point,75,False,4.15,0.686,0.588,-8.343,0.0554,0.178,0.0,0.0954,0.617,94.519
7GaFYUqP2WdR4KTPk7cXoP,Let Me Love You,Mario,r&b,Turning Point,75,False,4.15,0.686,0.588,-8.343,0.0554,0.178,0.0,0.0954,0.617,94.519
6I9VzXrHxO9rA9A5euc8Ak,Toxic,Britney Spears,pop,In The Zone,85,False,3.31,0.774,0.838,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04
0hDQV9X1Da5JrwhK8gu86p,Maps,Yeah Yeah Yeahs,indie rock,Fever To Tell (Deluxe Remastered),68,False,3.66,0.502,0.941,-5.194,0.0716,0.000346,0.319,0.553,0.124,119.783
3dxiWIBVJRlqh9xk144rf4,Breaking the Habit,Linkin Park,"nu metal, rap metal, rock, alternative metal",Meteora (Bonus Edition),75,False,3.26,0.58,0.865,-4.359,0.0313,0.105,0.0,0.106,0.587,100.016
1fr92Vupmcs2vgLMFVQ7rd,In the Shadows,The Rasmus,finnish rock,Dead Letters,75,False,4.29,0.6,0.796,-4.481,0.0275,0.000109,5.2e-05,0.484,0.75,105.991
0COqiPhxzoWICwFCS4eZcp,Bring Me To Life,Evanescence,alternative metal,Fallen,87,False,3.93,0.331,0.943,-3.188,0.0698,0.00721,2.06e-06,0.242,0.296,94.612
3YuaBvuZqcwN3CEAyyoaei,Like a Stone,Audioslave,"grunge, post-grunge, alternative metal",Audioslave,79,False,4.89,0.614,0.568,-5.477,0.0276,0.00797,0.0,0.0997,0.516,107.849
1f2V8U1BiWaC9aJWmpOARe,By the Way,Red Hot Chili Peppers,"funk rock, alternative rock, rock",By the Way (Deluxe Edition),78,False,3.61,0.451,0.97,-4.938,0.107,0.0264,0.00355,0.102,0.198,122.444
3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,Red Hot Chili Peppers,"funk rock, alternative rock, rock",By the Way (Deluxe Edition),85,False,4.48,0.618,0.938,-3.442,0.0456,0.0179,0.0,0.167,0.875,91.455
7lQ8MOhq6IN2w8EYcFNSUk,Without Me,Eminem,"rap, hip hop",The Eminem Show,87,True,4.83,0.908,0.669,-2.827,0.0738,0.00286,0.0,0.237,0.662,112.238
6y20BV5L33R8YXM0YuI38N,No One Knows,Queens of the Stone Age,"stoner rock, alternative rock",Songs For The Deaf,72,False,4.64,0.509,0.584,-4.907,0.057,0.0368,9.96e-05,0.384,0.685,170.411
6y20BV5L33R8YXM0YuI38N,No One Knows,Queens of the Stone Age,"stoner rock, alternative rock",Songs For The Deaf,72,False,4.64,0.509,0.584,-4.907,0.057,0.0368,9.96e-05,0.384,0.685,170.411
2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",Shakira,latin pop,Laundry Service,77,False,3.26,0.794,0.832,-4.862,0.0407,0.237,1.14e-05,0.203,0.871,107.657
77NNZQSqzLNqh2A9JhLRkg,Don't Stop Believin',Journey,"aor, classic rock",The Essential Journey,75,False,4.14,0.491,0.802,-7.106,0.0392,0.25,0.0,0.387,0.472,119.25
2DlHlPMa4M17kufBvI2lEN,Chop Suey!,System Of A Down,"nu metal, metal, alternative metal, rap metal, rock",Toxicity,85,False,3.5,0.417,0.934,-3.908,0.119,0.000278,0.0015,0.132,0.287,127.066
2DlHlPMa4M17kufBvI2lEN,Chop Suey!,System Of A Down,"nu metal, metal, alternative metal, rap metal, rock",Toxicity,85,False,3.5,0.417,0.934,-3.908,0.119,0.000278,0.0015,0.132,0.287,127.066
6GG73Jik4jUlQCkKg9JuGO,The Middle,Jimmy Eat World,"emo, pop punk",Bleed American,80,False,2.76,0.643,0.849,-5.428,0.0526,0.0371,0.0,0.058,0.903,162.152
1fJFuvU2ldmeAm5nFIHcPP,First Date,blink-182,"pop punk, punk, rock, skate punk, emo",Take Off Your Pants And Jacket,74,False,2.85,0.579,0.928,-4.344,0.0411,0.000715,0.0,0.18,0.882,95.594
4KacUpvbA3Mfo05gttTjhN,Fat Lip,Sum 41,"pop punk, punk, skate punk","All Killer, No Filler",72,True,2.97,0.403,0.914,-5.215,0.142,0.000579,0.0,0.065,0.626,196.482
60a0Rd6pjrkxjPbaKzXjfq,In the End,Linkin Park,"nu metal, rap metal, rock, alternative metal",Hybrid Theory (Bonus Edition),88,False,3.61,0.556,0.864,-5.87,0.0584,0.00958,0.0,0.209,0.4,105.143
60a0Rd6pjrkxjPbaKzXjfq,In the End,Linkin Park,"nu metal, rap metal, rock, alternative metal",Hybrid Theory (Bonus Edition),88,False,3.61,0.556,0.864,-5.87,0.0584,0.00958,0.0,0.209,0.4,105.143
6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,Britney Spears,pop,Oops!... I Did It Again,81,False,3.51,0.751,0.834,-5.444,0.0437,0.3,1.77e-05,0.355,0.894,95.053
503OTo2dSqe7qk76rgsbep,Still D.R.E.,Dr. Dre,"old school hip hop, g-funk, gangster rap, west coast hip hop, hip hop, rap",2001,82,True,4.5,0.816,0.775,-3.323,0.234,0.16,0.00031,0.0543,0.527,93.431
64BbK9SFKH2jk86U3dGj2P,Otherside,Red Hot Chili Peppers,"funk rock, alternative rock, rock",Californication (Deluxe Edition),84,False,4.25,0.458,0.795,-3.265,0.0574,0.00316,0.000202,0.0756,0.513,123.229
1G391cbiT3v3Cywg8T7DM1,Scar Tissue,Red Hot Chili Peppers,"funk rock, alternative rock, rock",Californication (Deluxe Edition),85,False,3.59,0.595,0.717,-4.803,0.0295,0.0779,0.00274,0.108,0.547,88.969
48UPSzbZjgc449aqz8bxox,Californication,Red Hot Chili Peppers,"funk rock, alternative rock, rock",Californication (Deluxe Edition),84,False,5.49,0.592,0.767,-2.788,0.027,0.0021,0.00165,0.127,0.328,96.483
48UPSzbZjgc449aqz8bxox,Californication,Red Hot Chili Peppers,"funk rock, alternative rock, rock",Californication (Deluxe Edition),84,False,5.49,0.592,0.767,-2.788,0.027,0.0021,0.00165,0.127,0.328,96.483
2m1hi0nfMR9vdGC8UcrnwU,All The Small Things,blink-182,"pop punk, punk, rock, skate punk, emo",Enema Of The State,81,False,2.78,0.434,0.897,-4.918,0.0488,0.0103,0.0,0.612,0.685,148.708
3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,Britney Spears,pop,...Baby One More Time (Digital Deluxe Version),82,False,3.51,0.759,0.699,-5.745,0.0307,0.202,0.000131,0.443,0.907,92.96
0uEp9E98JB5awlA084uaIg,Doo Wop (That Thing),Ms. Lauryn Hill,neo soul,The Miseducation of Lauryn Hill,75,False,5.33,0.535,0.505,-8.926,0.245,0.0393,0.0,0.0923,0.495,99.935
6W21LNLz9Sw7sUSNWMSHRu,Freak On a Leash,Korn,"nu metal, metal, rap metal, alternative metal",Follow The Leader,79,True,4.26,0.353,0.898,-5.877,0.052,2.23e-05,0.105,0.39,0.525,103.299
6W21LNLz9Sw7sUSNWMSHRu,Freak On a Leash,Korn,"nu metal, metal, rap metal, alternative metal",Follow The Leader,79,True,4.26,0.353,0.898,-5.877,0.052,2.23e-05,0.105,0.39,0.525,103.299
57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony - Remastered 2016,The Verve,"britpop, shoegaze",Urban Hymns (Remastered 2016),83,False,5.95,0.356,0.917,-6.006,0.0479,0.0335,0.0,0.406,0.518,171.176
5UWwZ5lm5PKu6eKsHAGxOk,Everlong,Foo Fighters,"rock, post-grunge, alternative rock, grunge",The Colour And The Shape,83,False,4.17,0.413,0.881,-5.541,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066
5UWwZ5lm5PKu6eKsHAGxOk,Everlong,Foo Fighters,"rock, post-grunge, alternative rock, grunge",The Colour And The Shape,83,False,4.17,0.413,0.881,-5.541,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066
7KwZNVEaqikRSBSpyhXK2j,Hypnotize - 2014 Remaster,The Notorious B.I.G.,"old school hip hop, gangster rap, east coast hip hop, hip hop",Life After Death (2014 Remastered Edition),81,True,3.83,0.901,0.697,-3.439,0.28,0.145,0.0,0.287,0.67,93.941
1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remaster,Blur,"britpop, madchester, alternative rock",Blur (Special Edition),78,False,2.01,0.674,0.789,-6.903,0.0676,0.00178,0.00708,0.0753,0.918,129.802
5ZrDlcxIDZyjOzHdYW1ydr,Barbie Girl,Aqua,"europop, eurodance",Aquarium (Special Edition),75,False,3.29,0.812,0.879,-10.998,0.0397,0.017,0.224,0.365,0.962,129.991
6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,Blackstreet,new jack swing,Another Level,78,False,5.07,0.867,0.646,-4.674,0.288,0.303,0.0,0.279,0.67,88.634
2vfvGlqCB7oertO5VLE0sz,ATLiens,Outkast,"southern hip hop, hip hop",ATLiens,68,True,3.84,0.918,0.734,-2.832,0.269,0.0296,8.01e-06,0.191,0.608,97.044
2vfvGlqCB7oertO5VLE0sz,ATLiens,Outkast,"southern hip hop, hip hop",ATLiens,68,True,3.84,0.918,0.734,-2.832,0.269,0.0296,8.01e-06,0.191,0.608,97.044
6GtX0jaNL8IjVQfrDBx81z,Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,"alternative rock, rock",Mellon Collie And The Infinite Sadness (Deluxe Edition),77,False,4.3,0.404,0.72,-9.18,0.0623,5.59e-05,0.836,0.0466,0.475,121.864
33ZXjLCpiINn8eQIDYEPTD,"Shook Ones, Pt. II",Mobb Deep,"east coast hip hop, old school hip hop, hardcore hip hop, hip hop, gangster rap",The Infamous,77,True,5.42,0.763,0.786,-6.472,0.229,0.0146,0.0114,0.0817,0.504,93.857
7N1Vjtzr1lmmCW9iasQ8YO,Survival of the Fittest,Mobb Deep,"east coast hip hop, old school hip hop, hardcore hip hop, hip hop, gangster rap",The Infamous,72,True,3.74,0.813,0.703,-5.077,0.268,0.125,1.26e-06,0.237,0.241,94.828
0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey,christmas,Merry Christmas,78,False,4.01,0.336,0.627,-7.463,0.0384,0.164,0.0,0.0708,0.35,150.273
5ByAIlEEnxYdvpnezg7HTX,Juicy - 2005 Remaster,The Notorious B.I.G.,"old school hip hop, gangster rap, east coast hip hop, hip hop",Ready to Die (The Remaster),73,True,5.04,0.889,0.818,-4.639,0.253,0.47,0.0,0.179,0.782,96.063
0trHOzAhNpGCsGBEu7dOJo,N.Y. State of Mind,Nas,"east coast hip hop, old school hip hop, hip hop",Illmatic,71,True,4.89,0.665,0.91,-4.682,0.223,0.0394,0.0,0.227,0.887,84.099
2Ih217RCGAmyQR68Nn7Cqo,You Know How We Do It,Ice Cube,"gangster rap, west coast hip hop, old school hip hop, g-funk",Lethal Injection,77,True,3.87,0.747,0.52,-10.523,0.0357,0.0977,0.0537,0.142,0.601,92.869
119c93MHjrDLJTApCVGpvx,C.R.E.A.M. (Cash Rules Everything Around Me),Wu-Tang Clan,"east coast hip hop, old school hip hop, hip hop, gangster rap, hardcore hip hop",Enter The Wu-Tang (36 Chambers) [Expanded Edition],73,True,4.2,0.512,0.514,-11.562,0.387,0.555,0.00958,0.126,0.565,181.033
11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,Nirvana,"grunge, rock",In Utero (Deluxe Edition),81,False,4.68,0.256,0.641,-10.283,0.0552,0.199,0.0329,0.0853,0.382,203.006
1oTHteQbmJw15rPxPVXUTv,Insane in the Brain,Cypress Hill,"west coast hip hop, old school hip hop, rap rock, hip hop",Black Sunday,72,True,3.47,0.897,0.611,-10.489,0.211,0.0291,0.186,0.0894,0.769,102.304
5Tbpp3OLLClPJF8t1DmrFD,"Nuthin' But A G"" Thang""",Dr. Dre,"old school hip hop, g-funk, gangster rap, west coast hip hop, hip hop, rap",The Chronic,76,True,3.95,0.669,0.821,-4.37,0.29,0.00182,0.0,0.147,0.684,94.895
5Tbpp3OLLClPJF8t1DmrFD,"Nuthin' But A G"" Thang""",Dr. Dre,"old school hip hop, g-funk, gangster rap, west coast hip hop, hip hop, rap",The Chronic,76,True,3.95,0.669,0.821,-4.37,0.29,0.00182,0.0,0.147,0.684,94.895
5sFDReWLrZHLFZFjHsjUTS,Would? (2022 Remaster),Alice In Chains,"grunge, post-grunge",Dirt (2022 Remaster),77,False,3.44,0.297,0.842,-7.457,0.0488,0.000286,9.1e-06,0.0848,0.586,100.127
5sFDReWLrZHLFZFjHsjUTS,Would? (2022 Remaster),Alice In Chains,"grunge, post-grunge",Dirt (2022 Remaster),77,False,3.44,0.297,0.842,-7.457,0.0488,0.000286,9.1e-06,0.0848,0.586,100.127
6QewNVIDKdSl8Y3ycuHIei,Even Flow,Pearl Jam,"grunge, rock, post-grunge",Ten,79,True,4.87,0.394,0.944,-6.506,0.0761,0.00178,4.54e-06,0.298,0.265,105.338
6QewNVIDKdSl8Y3ycuHIei,Even Flow,Pearl Jam,"grunge, rock, post-grunge",Ten,79,True,4.87,0.394,0.944,-6.506,0.0761,0.00178,4.54e-06,0.298,0.265,105.338
57bgtoPSgt236HzfBOd8kj,Thunderstruck,AC/DC,"rock, hard rock, classic rock, rock and roll",The Razors Edge,85,False,4.88,0.502,0.89,-5.175,0.0364,0.000147,0.0117,0.217,0.259,133.52
6kvoHl80mfCVTv7XnZkjQn,"It Must Have Been Love - From the Film Pretty Woman""""",Roxette,swedish pop,It Must Have Been Love,81,False,4.32,0.52,0.652,-6.655,0.0274,0.339,6.14e-05,0.256,0.722,80.61
1NCuYqMc8hKMb4cpNTcJbD,Another Day in Paradise - 2016 Remaster,Phil Collins,soft rock,...But Seriously (Deluxe Edition),81,False,5.36,0.78,0.565,-7.32,0.0306,0.736,0.00269,0.063,0.365,101.967
0rmGAIH9LNJewFw7nKzZnc,You Give Love A Bad Name,Bon Jovi,"glam metal, rock",Slippery When Wet,76,False,3.71,0.541,0.959,-2.947,0.0505,0.0663,2.18e-06,0.344,0.812,122.805
37ZJ0p5Jm13JPevGcx4SkF,Livin' On A Prayer,Bon Jovi,"glam metal, rock",Slippery When Wet,80,False,4.15,0.532,0.887,-3.757,0.0335,0.0778,0.000206,0.294,0.794,122.509
3MrRksHupTVEQ7YbA0FsZK,The Final Countdown,Europe,glam metal,The Final Countdown (Expanded Edition),76,False,5.17,0.529,0.843,-6.908,0.0616,0.0628,0.000827,0.0608,0.188,117.662
3MrRksHupTVEQ7YbA0FsZK,The Final Countdown,Europe,glam metal,The Final Countdown (Expanded Edition),76,False,5.17,0.529,0.843,-6.908,0.0616,0.0628,0.000827,0.0608,0.188,117.662
2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,a-ha,"new wave, synthpop",Hunting High and Low,86,False,3.75,0.573,0.902,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412
4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Tears For Fears,"new wave, synthpop",Songs From The Big Chair (Super Deluxe Edition),87,False,4.19,0.645,0.795,-12.095,0.0527,0.347,0.00389,0.104,0.535,112.067
0X1sqQ652p1sceKM2nJlIJ,Runaway,Bon Jovi,"glam metal, rock",Bon Jovi,74,False,3.84,0.475,0.899,-4.321,0.0637,0.00375,1.91e-05,0.14,0.603,152.445
0X1sqQ652p1sceKM2nJlIJ,Runaway,Bon Jovi,"glam metal, rock",Bon Jovi,74,False,3.84,0.475,0.899,-4.321,0.0637,0.00375,1.91e-05,0.14,0.603,152.445
28WmNsclKsrVmdv3tDmoYU,Seek & Destroy - Remastered,Metallica,"metal, thrash metal, rock, heavy metal, hard rock",Kill 'Em All (Remastered),71,False,6.91,0.445,0.964,-5.493,0.282,0.037,0.0132,0.0773,0.448,140.817
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - 2005 Remaster,Eurythmics,"new wave, synthpop",Sweet Dreams (Are Made Of This),85,False,3.61,0.692,0.711,-7.498,0.0317,0.225,0.0,0.12,0.875,125.135
2374M0fQpWi3dLnB54qaLX,Africa,TOTO,"yacht rock, soft rock",Toto IV,86,False,4.93,0.671,0.373,-18.064,0.0323,0.257,8.01e-05,0.0481,0.732,92.718
2374M0fQpWi3dLnB54qaLX,Africa,TOTO,"yacht rock, soft rock",Toto IV,86,False,4.93,0.671,0.373,-18.064,0.0323,0.257,8.01e-05,0.0481,0.732,92.718
4TnUKixNWMfajncgdSwFoi,Amarillo By Morning,George Strait,"country, classic country, traditional country, honky tonk",Strait From The Heart,72,False,2.89,0.606,0.361,-16.031,0.0346,0.264,3.39e-05,0.38,0.621,121.059
2Cdvbe2G4hZsnhNMKyGrie,I Love Rock 'N Roll,Joan Jett & the Blackhearts,rock,I Love Rock 'N' Roll (Expanded Edition),77,False,2.91,0.535,0.716,-5.025,0.0431,0.326,0.0,0.659,0.901,94.379
2Cdvbe2G4hZsnhNMKyGrie,I Love Rock 'N Roll,Joan Jett & the Blackhearts,rock,I Love Rock 'N' Roll (Expanded Edition),77,False,2.91,0.535,0.716,-5.025,0.0431,0.326,0.0,0.659,0.901,94.379
