track_id,track_name,artist_name,artist_genres,album_name,track_popularity,explicit,track_duration_min,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2Cdvbe2G4hZsnhNMKyGrie,I Love Rock 'N Roll,Joan Jett & the Blackhearts,rock,I Love Rock 'N' Roll (Expanded Edition),77,False,2.91,0.535,0.716,-5.025,0.0431,0.326,0.0,0.659,0.901,94.379
0cGG2EouYCEEC3xfa0tDFV,Tainted Love,Soft Cell,"synthpop, new wave",Non-Stop Erotic Cabaret,78,False,2.56,0.5,0.501,-8.284,0.0376,0.462,0.0,0.26,0.623,144.438
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,"rock, hard rock, classic rock, rock and roll",Back In Black,84,False,4.25,0.31,0.7,-5.678,0.047,0.011,0.00965,0.0828,0.763,188.386
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,"rock, hard rock, classic rock, rock and roll",Back In Black,84,False,4.25,0.31,0.7,-5.678,0.047,0.011,0.00965,0.0828,0.763,188.386
4w3tQBXhn5345eUXDGBWZG,9 to 5,Dolly Parton,"country, classic country",9 To 5 And Odd Jobs,75,False,2.7,0.554,0.783,-5.852,0.0457,0.416,1.54e-06,0.631,0.813,105.39
2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,AC/DC,"rock, hard rock, classic rock, rock and roll",Highway to Hell,85,False,3.47,0.574,0.913,-4.793,0.133,0.061,0.00158,0.156,0.423,115.728
4U45aEWtQhrm8A5mxPaFZ7,Vienna,Billy Joel,soft rock,The Stranger (Legacy Edition),83,False,3.57,0.532,0.495,-6.662,0.0343,0.659,0.0,0.0754,0.308,124.936
5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,Blue Öyster Cult,"classic rock, hard rock",Agents Of Fortune,79,False,5.13,0.333,0.927,-8.55,0.0733,0.0029,0.000208,0.297,0.385,141.466
4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Kansas,"classic rock, progressive rock, aor",Leftoverture (Expanded Edition),78,False,5.38,0.482,0.786,-5.735,0.032,0.00321,8.88e-05,0.446,0.793,126.755
6mFkJmJqdDVQ1REhVfGgd1,Wish You Were Here,Pink Floyd,"progressive rock, psychedelic rock, classic rock, art rock, rock",Wish You Were Here,81,False,5.57,0.481,0.262,-15.73,0.0414,0.735,0.0114,0.832,0.375,122.861
5EWPGh7jbTNO2wakv8LjUI,Free Bird,Lynyrd Skynyrd,"southern rock, classic rock, rock",Pronounced' Leh-'Nerd 'Skin-'Nerd,78,False,9.11,0.249,0.834,-8.21,0.0574,0.0742,9.69e-05,0.0924,0.337,118.222
54eZmuggBFJbV7k248bTTt,A Horse with No Name,America,"yacht rock, soft rock, folk rock",America,81,False,4.2,0.653,0.507,-17.18,0.0534,0.687,0.0147,0.155,0.831,123.188
14XWXWv5FoCbFzLksawpEe,Riders on the Storm,The Doors,"psychedelic rock, classic rock, acid rock",L.A. Woman,72,False,7.24,0.55,0.722,-11.729,0.0283,0.25,0.0129,0.11,0.716,103.886
2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,Creedence Clearwater Revival,"classic rock, southern rock, country rock",Pendulum (Expanded Edition),85,False,2.66,0.741,0.697,-7.028,0.0277,0.0664,2.28e-05,0.133,0.774,116.109
2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,The Beatles,"classic rock, psychedelic rock",Abbey Road (Remastered),77,False,4.33,0.53,0.376,-11.913,0.04,0.0304,0.247,0.0926,0.188,164.775
2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,Jimi Hendrix,"psychedelic rock, classic rock, acid rock, blues rock",Electric Ladyland,74,False,4.01,0.438,0.805,-6.237,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253
63T7DJ1AFDD6Bn8VzG6JE8,"Paint It, Black",The Rolling Stones,"classic rock, rock",Aftermath,82,False,3.37,0.464,0.795,-9.267,0.0926,0.0493,0.00244,0.399,0.612,158.691
